Pavard?     Vardas             Galutinis
Pavarde1598 Vardas1598              5.52
Pavarde1602 Vardas1602              5.36
Pavarde1603 Vardas1603              5.44
Pavarde1604 Vardas1604              7.16
Pavarde1608 Vardas1608              8.24
Pavarde1609 Vardas1609              5.56
Pavarde1613 Vardas1613              6.44
Pavarde1617 Vardas1617              6.80
Pavarde1620 Vardas1620              6.32
Pavarde1622 Vardas1622              6.88
Pavarde1623 Vardas1623              7.76
Pavarde1625 Vardas1625              8.72
Pavarde1628 Vardas1628              7.84
Pavarde1629 Vardas1629              7.92
Pavarde1631 Vardas1631              5.48
Pavarde1634 Vardas1634              7.64
Pavarde1637 Vardas1637              5.96
Pavarde1643 Vardas1643              6.16
Pavarde1644 Vardas1644              7.60
Pavarde1646 Vardas1646              6.72
Pavarde1649 Vardas1649              5.00
Pavarde1650 Vardas1650              9.44
Pavarde1653 Vardas1653              8.24
Pavarde1654 Vardas1654              6.32
Pavarde1655 Vardas1655              6.40
Pavarde1659 Vardas1659              8.16
Pavarde1662 Vardas1662              5.20
Pavarde1667 Vardas1667              7.76
Pavarde1671 Vardas1671              7.84
Pavarde1673 Vardas1673              8.48
Pavarde1675 Vardas1675              7.20
Pavarde1676 Vardas1676              6.44
Pavarde1677 Vardas1677              8.80
Pavarde1680 Vardas1680              5.88
Pavarde1682 Vardas1682              6.64
Pavarde1685 Vardas1685              5.64
Pavarde1686 Vardas1686              5.20
Pavarde1688 Vardas1688              7.64
Pavarde1690 Vardas1690              5.80
Pavarde1691 Vardas1691              7.00
Pavarde1693 Vardas1693              8.16
Pavarde1694 Vardas1694              6.96
Pavarde1695 Vardas1695              7.92
Pavarde1702 Vardas1702              5.36
Pavarde1704 Vardas1704              6.96
Pavarde1705 Vardas1705              8.00
Pavarde1707 Vardas1707              5.68
Pavarde1710 Vardas1710              5.44
Pavarde1714 Vardas1714              6.56
Pavarde1715 Vardas1715              5.60
Pavarde1716 Vardas1716              6.88
Pavarde1717 Vardas1717              6.72
Pavarde1719 Vardas1719              5.88
Pavarde1721 Vardas1721              6.40
Pavarde1722 Vardas1722              6.92
Pavarde1723 Vardas1723              8.40
Pavarde1728 Vardas1728              6.80
Pavarde1730 Vardas1730              8.32
Pavarde1731 Vardas1731              7.08
Pavarde1734 Vardas1734              5.04
Pavarde1735 Vardas1735              6.60
Pavarde1736 Vardas1736              6.96
Pavarde1739 Vardas1739              7.76
Pavarde1740 Vardas1740              6.56
Pavarde1743 Vardas1743              7.08
Pavarde1746 Vardas1746              6.08
Pavarde1747 Vardas1747              5.92
Pavarde1751 Vardas1751              7.56
Pavarde1754 Vardas1754              6.80
Pavarde1755 Vardas1755              6.56
Pavarde1757 Vardas1757              6.64
Pavarde1759 Vardas1759              7.36
Pavarde1760 Vardas1760              5.64
Pavarde1761 Vardas1761              6.84
Pavarde1762 Vardas1762              8.24
Pavarde1765 Vardas1765              5.52
Pavarde1766 Vardas1766              7.44
Pavarde1770 Vardas1770              5.40
Pavarde1771 Vardas1771              7.16
Pavarde1772 Vardas1772              5.44
Pavarde1774 Vardas1774              6.04
Pavarde1778 Vardas1778              9.04
Pavarde1780 Vardas1780              5.84
Pavarde1782 Vardas1782              7.52
Pavarde1784 Vardas1784              8.72
Pavarde1787 Vardas1787              5.00
Pavarde1788 Vardas1788              8.56
Pavarde1789 Vardas1789              8.08
Pavarde1791 Vardas1791              7.12
Pavarde1794 Vardas1794              5.32
Pavarde1795 Vardas1795              7.76
Pavarde1796 Vardas1796              5.40
Pavarde1797 Vardas1797              8.00
Pavarde1798 Vardas1798              5.60
Pavarde1800 Vardas1800              5.32
Pavarde1803 Vardas1803              6.04
Pavarde1804 Vardas1804              6.92
Pavarde1809 Vardas1809              5.28
Pavarde1810 Vardas1810              8.80
Pavarde1812 Vardas1812              5.08
Pavarde1818 Vardas1818              8.76
Pavarde1821 Vardas1821              6.84
Pavarde1825 Vardas1825              7.68
Pavarde1826 Vardas1826              5.44
Pavarde1827 Vardas1827              5.56
Pavarde1829 Vardas1829              5.08
Pavarde1830 Vardas1830              5.72
Pavarde1831 Vardas1831              6.52
Pavarde1833 Vardas1833              6.36
Pavarde1835 Vardas1835              6.60
Pavarde1836 Vardas1836              5.12
Pavarde1837 Vardas1837              7.16
Pavarde1838 Vardas1838              5.20
Pavarde1841 Vardas1841              7.00
Pavarde1842 Vardas1842              5.68
Pavarde1843 Vardas1843              8.72
Pavarde1844 Vardas1844              8.96
Pavarde1846 Vardas1846              5.16
Pavarde1848 Vardas1848              6.36
Pavarde1849 Vardas1849              5.08
Pavarde1851 Vardas1851              5.04
Pavarde1855 Vardas1855              6.40
Pavarde1858 Vardas1858              5.32
Pavarde1859 Vardas1859              5.44
Pavarde1861 Vardas1861              8.48
Pavarde1862 Vardas1862              7.68
Pavarde1867 Vardas1867              6.28
Pavarde1869 Vardas1869              6.92
Pavarde1872 Vardas1872              5.80
Pavarde1873 Vardas1873              5.48
Pavarde1874 Vardas1874              7.68
Pavarde1876 Vardas1876              6.12
Pavarde1879 Vardas1879              8.40
Pavarde1880 Vardas1880              5.20
Pavarde1881 Vardas1881              7.28
Pavarde1882 Vardas1882              7.36
Pavarde1883 Vardas1883              6.60
Pavarde1884 Vardas1884              6.52
Pavarde1886 Vardas1886              7.36
Pavarde1888 Vardas1888              5.24
Pavarde1889 Vardas1889              7.96
Pavarde1891 Vardas1891              5.80
Pavarde1896 Vardas1896              7.40
Pavarde1897 Vardas1897              7.60
Pavarde1898 Vardas1898              7.16
Pavarde1901 Vardas1901              8.08
Pavarde1902 Vardas1902              5.12
Pavarde1904 Vardas1904              7.60
Pavarde1906 Vardas1906              9.52
Pavarde1907 Vardas1907              5.84
Pavarde1908 Vardas1908              6.52
Pavarde1909 Vardas1909              5.36
Pavarde1910 Vardas1910              6.12
Pavarde1911 Vardas1911              6.56
Pavarde1912 Vardas1912              6.28
Pavarde1913 Vardas1913              7.52
Pavarde1915 Vardas1915              8.48
Pavarde1916 Vardas1916              7.24
Pavarde1917 Vardas1917              6.92
Pavarde1918 Vardas1918              5.76
Pavarde1920 Vardas1920              5.60
Pavarde1921 Vardas1921              7.00
Pavarde1922 Vardas1922              5.40
Pavarde1925 Vardas1925              6.16
Pavarde1926 Vardas1926              6.64
Pavarde1928 Vardas1928              5.88
Pavarde1933 Vardas1933              5.20
Pavarde1934 Vardas1934              5.08
Pavarde1935 Vardas1935              6.76
Pavarde1937 Vardas1937              5.04
Pavarde1938 Vardas1938              7.04
Pavarde1939 Vardas1939              6.68
Pavarde1942 Vardas1942              7.16
Pavarde1943 Vardas1943              8.80
Pavarde1944 Vardas1944              6.20
Pavarde1946 Vardas1946              5.40
Pavarde1947 Vardas1947              6.20
Pavarde1948 Vardas1948              7.96
Pavarde1949 Vardas1949              5.40
Pavarde1950 Vardas1950              6.80
Pavarde1951 Vardas1951              6.04
Pavarde1952 Vardas1952              5.64
Pavarde1955 Vardas1955              6.64
Pavarde1957 Vardas1957              5.00
Pavarde1958 Vardas1958              6.72
Pavarde1962 Vardas1962              6.52
Pavarde1963 Vardas1963              8.32
Pavarde1964 Vardas1964              5.48
Pavarde1965 Vardas1965              7.96
Pavarde1967 Vardas1967              5.68
Pavarde1968 Vardas1968              5.24
Pavarde1969 Vardas1969              5.44
Pavarde1970 Vardas1970              7.76
Pavarde1971 Vardas1971              5.08
Pavarde1973 Vardas1973              6.16
Pavarde1974 Vardas1974              5.04
Pavarde1976 Vardas1976              6.56
Pavarde1977 Vardas1977              6.60
Pavarde1978 Vardas1978              6.64
Pavarde1980 Vardas1980              6.12
Pavarde1986 Vardas1986              8.32
Pavarde1987 Vardas1987              6.96
Pavarde1988 Vardas1988              5.92
Pavarde1989 Vardas1989              7.68
Pavarde1990 Vardas1990              6.88
Pavarde1994 Vardas1994              7.40
Pavarde1995 Vardas1995              5.72
Pavarde1997 Vardas1997              7.16
Pavarde1999 Vardas1999              7.60
Pavarde2002 Vardas2002              7.36
Pavarde2003 Vardas2003              5.20
Pavarde2008 Vardas2008              7.44
Pavarde2011 Vardas2011              8.64
Pavarde2013 Vardas2013              7.04
Pavarde2014 Vardas2014              8.00
Pavarde2018 Vardas2018              5.76
Pavarde2019 Vardas2019              6.36
Pavarde2020 Vardas2020              5.00
Pavarde2021 Vardas2021              7.08
Pavarde2022 Vardas2022              7.88
Pavarde2023 Vardas2023              6.64
Pavarde2024 Vardas2024              5.08
Pavarde2026 Vardas2026              5.68
Pavarde2029 Vardas2029              6.20
Pavarde2032 Vardas2032              5.96
Pavarde2033 Vardas2033              8.08
Pavarde2034 Vardas2034              6.44
Pavarde2035 Vardas2035              5.24
Pavarde2037 Vardas2037              6.40
Pavarde2039 Vardas2039              8.56
Pavarde2040 Vardas2040              5.40
Pavarde2041 Vardas2041              7.44
Pavarde2042 Vardas2042              6.60
Pavarde2044 Vardas2044              5.48
Pavarde2045 Vardas2045              7.20
Pavarde2046 Vardas2046              8.12
Pavarde2048 Vardas2048              7.20
Pavarde2050 Vardas2050              5.28
Pavarde2051 Vardas2051              7.64
Pavarde2054 Vardas2054              7.28
Pavarde2055 Vardas2055              7.60
Pavarde2058 Vardas2058              6.40
Pavarde2060 Vardas2060              7.92
Pavarde2061 Vardas2061              7.76
Pavarde2063 Vardas2063              6.88
Pavarde2064 Vardas2064              6.84
Pavarde2065 Vardas2065              5.20
Pavarde2066 Vardas2066              5.16
Pavarde2067 Vardas2067              5.72
Pavarde2068 Vardas2068              6.48
Pavarde2069 Vardas2069              8.40
Pavarde2071 Vardas2071              6.84
Pavarde2078 Vardas2078              6.72
Pavarde2079 Vardas2079              6.48
Pavarde2080 Vardas2080              7.44
Pavarde2087 Vardas2087              5.84
Pavarde2092 Vardas2092              8.72
Pavarde2093 Vardas2093              5.12
Pavarde2096 Vardas2096              5.76
Pavarde2097 Vardas2097              5.68
Pavarde2098 Vardas2098              6.76
Pavarde2099 Vardas2099              7.08
Pavarde2100 Vardas2100              7.24
Pavarde2101 Vardas2101              5.92
Pavarde2103 Vardas2103              6.92
Pavarde2104 Vardas2104              6.92
Pavarde2105 Vardas2105              6.52
Pavarde2106 Vardas2106              7.24
Pavarde2110 Vardas2110              7.76
Pavarde2111 Vardas2111              5.00
Pavarde2112 Vardas2112              5.04
Pavarde2115 Vardas2115              6.64
Pavarde2117 Vardas2117              5.56
Pavarde2118 Vardas2118              7.68
Pavarde2122 Vardas2122              5.16
Pavarde2124 Vardas2124              5.16
Pavarde2125 Vardas2125              5.04
Pavarde2127 Vardas2127              5.32
Pavarde2128 Vardas2128              7.00
Pavarde2131 Vardas2131              6.88
Pavarde2134 Vardas2134              6.76
Pavarde2135 Vardas2135              8.36
Pavarde2136 Vardas2136              6.00
