Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas557   Pavarde557      2    4    3    4    5           6
Vardas558   Pavarde558      5    3    1    3    7           3
Vardas559   Pavarde559     10    0    4    8    5           5
Vardas560   Pavarde560      3    8   10    2    3           0
Vardas561   Pavarde561      7   10    1    4   10           4
Vardas562   Pavarde562      7    5    0    8    3           9
Vardas563   Pavarde563      1    9    2    7    1           5
Vardas564   Pavarde564      2    8    0    2    9           0
Vardas565   Pavarde565      4    3    9    6    5           5
Vardas566   Pavarde566      8    5    9    3    7           0
Vardas567   Pavarde567     10    3    7    3    6           0
Vardas568   Pavarde568      6    1    3    6    8           2
Vardas569   Pavarde569      4    6    4    5    7           8
Vardas570   Pavarde570     10    6   10    2    3           4
Vardas571   Pavarde571      1    1    9    9    4           2
Vardas572   Pavarde572      3    4    6    9    0           1
Vardas573   Pavarde573      1    1    8    0   10           8
Vardas574   Pavarde574      2    7   10   10    6           9
Vardas575   Pavarde575     10    7    7    1    2           4
Vardas576   Pavarde576      5    2    4    8   10           9
Vardas577   Pavarde577      1    2    8    7    2           8
Vardas578   Pavarde578      2    1    3    9    6           0
Vardas579   Pavarde579      6    2    4    5   10           1
Vardas580   Pavarde580      0    7    3    0    8           2
Vardas581   Pavarde581      3    8    4    6    5           6
Vardas582   Pavarde582      4    5    2    4    0           3
Vardas583   Pavarde583     10    9    5   10    8           0
Vardas584   Pavarde584      0    0    1    1    1           5
Vardas585   Pavarde585      8    2   10    3    7           4
Vardas586   Pavarde586      7    7    1    3    3           0
Vardas587   Pavarde587      3    3    1    5    7           3
Vardas588   Pavarde588      3    1    0    7    3           3
Vardas589   Pavarde589      7    0    5    1    0           4
Vardas590   Pavarde590     10    7    5    3    2           6
Vardas591   Pavarde591      7    4    2    5    9           8
Vardas592   Pavarde592      0    3    5    4    6          10
Vardas593   Pavarde593      2    2    5    1    0           9
Vardas594   Pavarde594     10    7    4    5    5           9
Vardas595   Pavarde595      2    9    4    0    6           5
Vardas596   Pavarde596      7    8    6    9    7          10
Vardas597   Pavarde597     10    2    6    7    7          10
Vardas598   Pavarde598      2    6    7    6    6           1
Vardas599   Pavarde599      8    3    5    1    9           4
Vardas600   Pavarde600      7    5    5    9    6           4
Vardas601   Pavarde601      9    7    5    7    3           1
Vardas602   Pavarde602      3    3   10    1    5           2
Vardas603   Pavarde603      2    5    3    9    0           8
Vardas604   Pavarde604      6    1    0    5    8           9
Vardas605   Pavarde605      3    4    4    6    7          10
Vardas606   Pavarde606      0    1    0    7    6           6
Vardas607   Pavarde607      4    3    4    3    0           4
Vardas608   Pavarde608      1    2    4    8    7           4
Vardas609   Pavarde609      8   10    3    9   10           4
Vardas610   Pavarde610      9    8    0    3    6          10
Vardas611   Pavarde611      6   10    6    8    8           3
Vardas612   Pavarde612      8    1    3    5   10           3
Vardas613   Pavarde613      0    2    2    1    7           8
Vardas614   Pavarde614      8    3    9    6    0           0
Vardas615   Pavarde615      8   10    8    9   10           0
Vardas616   Pavarde616      8    3   10    3    4           5
Vardas617   Pavarde617      1    5    0   10    0           1
Vardas618   Pavarde618      9    0    2    6    8          10
Vardas619   Pavarde619      0    5    1    6    3           8
Vardas620   Pavarde620      0    9    2    1    0           4
Vardas621   Pavarde621      8    1    1    1    0           0
Vardas622   Pavarde622      7    6   10    1    3           8
Vardas623   Pavarde623      1    3    6    6    3           9
Vardas624   Pavarde624      8   10    7    2    6           2
Vardas625   Pavarde625      6    0    1    6    6           3
Vardas626   Pavarde626      4   10   10    8   10           7
Vardas627   Pavarde627     10    4   10    5    0           8
Vardas628   Pavarde628      4    1    7    6    0          10
Vardas629   Pavarde629     10    4    1    2    5           7
Vardas630   Pavarde630      7    2    0    1    3           5
Vardas631   Pavarde631      9   10    5    5    3           6
Vardas632   Pavarde632      9    3    4   10   10           0
Vardas633   Pavarde633      2    4    2    7    8           3
Vardas634   Pavarde634      9    1    7    5    3           9
Vardas635   Pavarde635     10    7    4    0    0           2
Vardas636   Pavarde636      8    0    7    5    5           3
Vardas637   Pavarde637      8    4    3    4   10           3
Vardas638   Pavarde638      4    6    8    9    2           6
Vardas639   Pavarde639      8    4    5    1   10          10
Vardas640   Pavarde640      2    0    9   10    8           8
Vardas641   Pavarde641      4    1    0    8    6           9
Vardas642   Pavarde642      7    2    6    8    5           9
Vardas643   Pavarde643     10    4    2   10    2           5
Vardas644   Pavarde644      7    7    3    8    9           2
Vardas645   Pavarde645      7    5    1   10    7           2
Vardas646   Pavarde646      0    6    9    4    2           7
Vardas647   Pavarde647     10    8    2    1    9           0
Vardas648   Pavarde648      0    9    5   10    9           8
Vardas649   Pavarde649      9    9    8    8    3          10
Vardas650   Pavarde650      7   10    1    3    0          10
Vardas651   Pavarde651      0    8   10    7    2           0
Vardas652   Pavarde652      4    6    9    5    0          10
Vardas653   Pavarde653      8    9    5   10   10           8
Vardas654   Pavarde654      7    6    0    0    3           1
Vardas655   Pavarde655      6    7    3    8    1           7
Vardas656   Pavarde656     10    8    9    8    4           5
Vardas657   Pavarde657      8    3    0    7    0           5
Vardas658   Pavarde658      5    1    5    6    4           2
Vardas659   Pavarde659      4    0    2    9    1           5
Vardas660   Pavarde660     10    9    7    9    5           8
Vardas661   Pavarde661      6    4    1    5    6          10
Vardas662   Pavarde662      0    7    2    2    5           8
Vardas663   Pavarde663      0    1    9    0    0           4
Vardas664   Pavarde664      1    3   10    4    6           8
Vardas665   Pavarde665      9    3    0    5    2           5
Vardas666   Pavarde666      7    2    6    9    5           9
Vardas667   Pavarde667      7    8    4    9    0           0
Vardas668   Pavarde668      1    8    9   10    3           3
Vardas669   Pavarde669      5    8    1    0    9           1
Vardas670   Pavarde670      5    6    4   10    8           3
Vardas671   Pavarde671      3    2    4    9    8           2
Vardas672   Pavarde672      4   10    8    1    8           8
Vardas673   Pavarde673      2    8    8   10    8           4
Vardas674   Pavarde674      7    6    5    9    9           2
Vardas675   Pavarde675      8    2    7    1    6           9
Vardas676   Pavarde676      1    0    2   10    2           7
Vardas677   Pavarde677      6    8    9    1    3           9
Vardas678   Pavarde678      5    2    7    5    0           0
Vardas679   Pavarde679      0    5    1    8    4           3
Vardas680   Pavarde680     10    8    5    8    6           1
Vardas681   Pavarde681     10    9    9    8    9           3
Vardas682   Pavarde682      1    7    3    4    3           9
Vardas683   Pavarde683      5    7    4    0   10           2
Vardas684   Pavarde684     10   10    7    1    4           0
Vardas685   Pavarde685      5   10   10    7    7           2
Vardas686   Pavarde686      7    6    6    9    1           0
Vardas687   Pavarde687     10    9   10    6    4           1
Vardas688   Pavarde688     10    3    5    0    3           7
Vardas689   Pavarde689      8    5    4    6    0           0
Vardas690   Pavarde690      0    8    8    1    3           3
Vardas691   Pavarde691      6    5    7   10    7           8
Vardas692   Pavarde692      3    4    1    8    3           5
Vardas693   Pavarde693      6    6    7    5    6           0
Vardas694   Pavarde694      6    6    2    3   10           7
Vardas695   Pavarde695      4    0   10   10    2           0
Vardas696   Pavarde696     10    2    4    1   10           0
Vardas697   Pavarde697     10    0    2    1    0           2
Vardas698   Pavarde698      1    2    7    6    7           5
Vardas699   Pavarde699      2   10    0    1    5           3
Vardas700   Pavarde700      0    2   10    0   10           1
Vardas701   Pavarde701      0    4    6    4   10           9
Vardas702   Pavarde702      5    1    8    3    4           6
Vardas703   Pavarde703      7    5    1    2    2           6
Vardas704   Pavarde704      3    0    1    6    2          10
Vardas705   Pavarde705      1    3    5    6    5           1
Vardas706   Pavarde706     10    6    0    3    3           7
Vardas707   Pavarde707      8    1    2    3    2          10
Vardas708   Pavarde708      5    5    1    3    9           1
Vardas709   Pavarde709      8    4    2    0    3           6
Vardas710   Pavarde710      7    3    4    3    4           2
Vardas711   Pavarde711      7    5    8   10    7          10
Vardas712   Pavarde712      4   10    5    1    6           3
Vardas713   Pavarde713      9    0    9    0    5           3
Vardas714   Pavarde714      7    4    0    5    1          10
